tissue_info1,tissue_info2,tissue_info3,tissue_info4,tissue_info5,tissue_info6,tissue_ucode
Azos_Corn,ASH_MR,101,UP,V6,11 Jun 2019,A00001
Azos_Corn,ASH_MR,102,UP,V6,11 Jun 2019,A00002
Azos_Corn,ASH_MR,103,UP,V6,11 Jun 2019,A00003
Azos_Corn,ASH_MR,104,UP,V6,11 Jun 2019,A00004
Azos_Corn,ASH_MR,105,UP,V6,11 Jun 2019,A00005
Azos_Corn,ASH_MR,106,UP,V6,11 Jun 2019,A00006
Azos_Corn,ASH_MR,107,UP,V6,11 Jun 2019,A00007
Azos_Corn,ASH_MR,108,UP,V6,11 Jun 2019,A00008
Azos_Corn,ASH_MR,109,UP,V6,11 Jun 2019,A00009
Azos_Corn,ASH_MR,110,UP,V6,11 Jun 2019,A00010
Azos_Corn,ASH_MR,111,UP,V6,11 Jun 2019,A00011
Azos_Corn,ASH_MR,112,UP,V6,11 Jun 2019,A00012
Azos_Corn,ASH_MR,201,UP,V6,11 Jun 2019,A00013
Azos_Corn,ASH_MR,202,UP,V6,11 Jun 2019,A00014
Azos_Corn,ASH_MR,203,UP,V6,11 Jun 2019,A00015
Azos_Corn,ASH_MR,204,UP,V6,11 Jun 2019,A00016
Azos_Corn,ASH_MR,205,UP,V6,11 Jun 2019,A00017
Azos_Corn,ASH_MR,206,UP,V6,11 Jun 2019,A00018
Azos_Corn,ASH_MR,207,UP,V6,11 Jun 2019,A00019
Azos_Corn,ASH_MR,208,UP,V6,11 Jun 2019,A00020
Azos_Corn,ASH_MR,209,UP,V6,11 Jun 2019,A00021
Azos_Corn,ASH_MR,210,UP,V6,11 Jun 2019,A00022
Azos_Corn,ASH_MR,211,UP,V6,11 Jun 2019,A00023
Azos_Corn,ASH_MR,212,UP,V6,11 Jun 2019,A00024
Azos_Corn,ASH_MR,401,UP,V6,11 Jun 2019,A00025
Azos_Corn,ASH_MR,402,UP,V6,11 Jun 2019,A00026
Azos_Corn,ASH_MR,403,UP,V6,11 Jun 2019,A00027
Azos_Corn,ASH_MR,404,UP,V6,11 Jun 2019,A00028
Azos_Corn,ASH_MR,405,UP,V6,11 Jun 2019,A00029
Azos_Corn,ASH_MR,406,UP,V6,11 Jun 2019,A00030
Azos_Corn,ASH_MR,407,UP,V6,11 Jun 2019,A00031
Azos_Corn,ASH_MR,408,UP,V6,11 Jun 2019,A00032
Azos_Corn,ASH_MR,409,UP,V6,11 Jun 2019,A00033
Azos_Corn,ASH_MR,410,UP,V6,11 Jun 2019,A00034
Azos_Corn,ASH_MR,411,UP,V6,11 Jun 2019,A00035
Azos_Corn,ASH_MR,412,UP,V6,11 Jun 2019,A00036
Azos_Corn,ASH_MR,101,MD,V6,11 Jun 2019,A00037
Azos_Corn,ASH_MR,102,MD,V6,11 Jun 2019,A00038
Azos_Corn,ASH_MR,103,MD,V6,11 Jun 2019,A00039
Azos_Corn,ASH_MR,104,MD,V6,11 Jun 2019,A00040
Azos_Corn,ASH_MR,105,MD,V6,11 Jun 2019,A00041
Azos_Corn,ASH_MR,106,MD,V6,11 Jun 2019,A00042
Azos_Corn,ASH_MR,107,MD,V6,11 Jun 2019,A00043
Azos_Corn,ASH_MR,108,MD,V6,11 Jun 2019,A00044
Azos_Corn,ASH_MR,109,MD,V6,11 Jun 2019,A00045
Azos_Corn,ASH_MR,110,MD,V6,11 Jun 2019,A00046
Azos_Corn,ASH_MR,111,MD,V6,11 Jun 2019,A00047
Azos_Corn,ASH_MR,112,MD,V6,11 Jun 2019,A00048
Azos_Corn,ASH_MR,201,MD,V6,11 Jun 2019,A00049
Azos_Corn,ASH_MR,202,MD,V6,11 Jun 2019,A00050
Azos_Corn,ASH_MR,203,MD,V6,11 Jun 2019,A00051
Azos_Corn,ASH_MR,204,MD,V6,11 Jun 2019,A00052
Azos_Corn,ASH_MR,205,MD,V6,11 Jun 2019,A00053
Azos_Corn,ASH_MR,206,MD,V6,11 Jun 2019,A00054
Azos_Corn,ASH_MR,207,MD,V6,11 Jun 2019,A00055
Azos_Corn,ASH_MR,208,MD,V6,11 Jun 2019,A00056
Azos_Corn,ASH_MR,209,MD,V6,11 Jun 2019,A00057
Azos_Corn,ASH_MR,210,MD,V6,11 Jun 2019,A00058
Azos_Corn,ASH_MR,211,MD,V6,11 Jun 2019,A00059
Azos_Corn,ASH_MR,212,MD,V6,11 Jun 2019,A00060
Azos_Corn,ASH_MR,401,MD,V6,11 Jun 2019,A00061
Azos_Corn,ASH_MR,402,MD,V6,11 Jun 2019,A00062
Azos_Corn,ASH_MR,403,MD,V6,11 Jun 2019,A00063
Azos_Corn,ASH_MR,404,MD,V6,11 Jun 2019,A00064
Azos_Corn,ASH_MR,405,MD,V6,11 Jun 2019,A00065
Azos_Corn,ASH_MR,406,MD,V6,11 Jun 2019,A00066
Azos_Corn,ASH_MR,407,MD,V6,11 Jun 2019,A00067
Azos_Corn,ASH_MR,408,MD,V6,11 Jun 2019,A00068
Azos_Corn,ASH_MR,409,MD,V6,11 Jun 2019,A00069
Azos_Corn,ASH_MR,410,MD,V6,11 Jun 2019,A00070
Azos_Corn,ASH_MR,411,MD,V6,11 Jun 2019,A00071
Azos_Corn,ASH_MR,412,MD,V6,11 Jun 2019,A00072
Azos_Corn,ASH_MR,101,LW,V6,11 Jun 2019,A00073
Azos_Corn,ASH_MR,102,LW,V6,11 Jun 2019,A00074
Azos_Corn,ASH_MR,103,LW,V6,11 Jun 2019,A00075
Azos_Corn,ASH_MR,104,LW,V6,11 Jun 2019,A00076
Azos_Corn,ASH_MR,105,LW,V6,11 Jun 2019,A00077
Azos_Corn,ASH_MR,106,LW,V6,11 Jun 2019,A00078
Azos_Corn,ASH_MR,107,LW,V6,11 Jun 2019,A00079
Azos_Corn,ASH_MR,108,LW,V6,11 Jun 2019,A00080
Azos_Corn,ASH_MR,109,LW,V6,11 Jun 2019,A00081
Azos_Corn,ASH_MR,110,LW,V6,11 Jun 2019,A00082
Azos_Corn,ASH_MR,111,LW,V6,11 Jun 2019,A00083
Azos_Corn,ASH_MR,112,LW,V6,11 Jun 2019,A00084
Azos_Corn,ASH_MR,201,LW,V6,11 Jun 2019,A00085
Azos_Corn,ASH_MR,202,LW,V6,11 Jun 2019,A00086
Azos_Corn,ASH_MR,203,LW,V6,11 Jun 2019,A00087
Azos_Corn,ASH_MR,204,LW,V6,11 Jun 2019,A00088
Azos_Corn,ASH_MR,205,LW,V6,11 Jun 2019,A00089
Azos_Corn,ASH_MR,206,LW,V6,11 Jun 2019,A00090
Azos_Corn,ASH_MR,207,LW,V6,11 Jun 2019,A00091
Azos_Corn,ASH_MR,208,LW,V6,11 Jun 2019,A00092
Azos_Corn,ASH_MR,209,LW,V6,11 Jun 2019,A00093
Azos_Corn,ASH_MR,210,LW,V6,11 Jun 2019,A00094
Azos_Corn,ASH_MR,211,LW,V6,11 Jun 2019,A00095
Azos_Corn,ASH_MR,212,LW,V6,11 Jun 2019,A00096
Azos_Corn,ASH_MR,401,LW,V6,11 Jun 2019,A00097
Azos_Corn,ASH_MR,402,LW,V6,11 Jun 2019,A00098
Azos_Corn,ASH_MR,403,LW,V6,11 Jun 2019,A00099
Azos_Corn,ASH_MR,404,LW,V6,11 Jun 2019,A00100
Azos_Corn,ASH_MR,405,LW,V6,11 Jun 2019,A00101
Azos_Corn,ASH_MR,406,LW,V6,11 Jun 2019,A00102
Azos_Corn,ASH_MR,407,LW,V6,11 Jun 2019,A00103
Azos_Corn,ASH_MR,408,LW,V6,11 Jun 2019,A00104
Azos_Corn,ASH_MR,409,LW,V6,11 Jun 2019,A00105
Azos_Corn,ASH_MR,410,LW,V6,11 Jun 2019,A00106
Azos_Corn,ASH_MR,411,LW,V6,11 Jun 2019,A00107
Azos_Corn,ASH_MR,412,LW,V6,11 Jun 2019,A00108
Azos_Corn,ASH_MR,101,SM,V6,11 Jun 2019,A00109
Azos_Corn,ASH_MR,102,SM,V6,11 Jun 2019,A00110
Azos_Corn,ASH_MR,103,SM,V6,11 Jun 2019,A00111
Azos_Corn,ASH_MR,104,SM,V6,11 Jun 2019,A00112
Azos_Corn,ASH_MR,105,SM,V6,11 Jun 2019,A00113
Azos_Corn,ASH_MR,106,SM,V6,11 Jun 2019,A00114
Azos_Corn,ASH_MR,107,SM,V6,11 Jun 2019,A00115
Azos_Corn,ASH_MR,108,SM,V6,11 Jun 2019,A00116
Azos_Corn,ASH_MR,109,SM,V6,11 Jun 2019,A00117
Azos_Corn,ASH_MR,110,SM,V6,11 Jun 2019,A00118
Azos_Corn,ASH_MR,111,SM,V6,11 Jun 2019,A00119
Azos_Corn,ASH_MR,112,SM,V6,11 Jun 2019,A00120
Azos_Corn,ASH_MR,201,SM,V6,11 Jun 2019,A00121
Azos_Corn,ASH_MR,202,SM,V6,11 Jun 2019,A00122
Azos_Corn,ASH_MR,203,SM,V6,11 Jun 2019,A00123
Azos_Corn,ASH_MR,204,SM,V6,11 Jun 2019,A00124
Azos_Corn,ASH_MR,205,SM,V6,11 Jun 2019,A00125
Azos_Corn,ASH_MR,206,SM,V6,11 Jun 2019,A00126
Azos_Corn,ASH_MR,207,SM,V6,11 Jun 2019,A00127
Azos_Corn,ASH_MR,208,SM,V6,11 Jun 2019,A00128
Azos_Corn,ASH_MR,209,SM,V6,11 Jun 2019,A00129
Azos_Corn,ASH_MR,210,SM,V6,11 Jun 2019,A00130
Azos_Corn,ASH_MR,211,SM,V6,11 Jun 2019,A00131
Azos_Corn,ASH_MR,212,SM,V6,11 Jun 2019,A00132
Azos_Corn,ASH_MR,401,SM,V6,11 Jun 2019,A00133
Azos_Corn,ASH_MR,402,SM,V6,11 Jun 2019,A00134
Azos_Corn,ASH_MR,403,SM,V6,11 Jun 2019,A00135
Azos_Corn,ASH_MR,404,SM,V6,11 Jun 2019,A00136
Azos_Corn,ASH_MR,405,SM,V6,11 Jun 2019,A00137
Azos_Corn,ASH_MR,406,SM,V6,11 Jun 2019,A00138
Azos_Corn,ASH_MR,407,SM,V6,11 Jun 2019,A00139
Azos_Corn,ASH_MR,408,SM,V6,11 Jun 2019,A00140
Azos_Corn,ASH_MR,409,SM,V6,11 Jun 2019,A00141
Azos_Corn,ASH_MR,410,SM,V6,11 Jun 2019,A00142
Azos_Corn,ASH_MR,411,SM,V6,11 Jun 2019,A00143
Azos_Corn,ASH_MR,412,SM,V6,11 Jun 2019,A00144
Azos_Corn,ASH_MR,101,RS,V6,11 Jun 2019,A00145
Azos_Corn,ASH_MR,102,RS,V6,11 Jun 2019,A00146
Azos_Corn,ASH_MR,103,RS,V6,11 Jun 2019,A00147
Azos_Corn,ASH_MR,104,RS,V6,11 Jun 2019,A00148
Azos_Corn,ASH_MR,105,RS,V6,11 Jun 2019,A00149
Azos_Corn,ASH_MR,106,RS,V6,11 Jun 2019,A00150
Azos_Corn,ASH_MR,107,RS,V6,11 Jun 2019,A00151
Azos_Corn,ASH_MR,108,RS,V6,11 Jun 2019,A00152
Azos_Corn,ASH_MR,109,RS,V6,11 Jun 2019,A00153
Azos_Corn,ASH_MR,110,RS,V6,11 Jun 2019,A00154
Azos_Corn,ASH_MR,111,RS,V6,11 Jun 2019,A00155
Azos_Corn,ASH_MR,112,RS,V6,11 Jun 2019,A00156
Azos_Corn,ASH_MR,201,RS,V6,11 Jun 2019,A00157
Azos_Corn,ASH_MR,202,RS,V6,11 Jun 2019,A00158
Azos_Corn,ASH_MR,203,RS,V6,11 Jun 2019,A00159
Azos_Corn,ASH_MR,204,RS,V6,11 Jun 2019,A00160
Azos_Corn,ASH_MR,205,RS,V6,11 Jun 2019,A00161
Azos_Corn,ASH_MR,206,RS,V6,11 Jun 2019,A00162
Azos_Corn,ASH_MR,207,RS,V6,11 Jun 2019,A00163
Azos_Corn,ASH_MR,208,RS,V6,11 Jun 2019,A00164
Azos_Corn,ASH_MR,209,RS,V6,11 Jun 2019,A00165
Azos_Corn,ASH_MR,210,RS,V6,11 Jun 2019,A00166
Azos_Corn,ASH_MR,211,RS,V6,11 Jun 2019,A00167
Azos_Corn,ASH_MR,212,RS,V6,11 Jun 2019,A00168
Azos_Corn,ASH_MR,401,RS,V6,11 Jun 2019,A00169
Azos_Corn,ASH_MR,402,RS,V6,11 Jun 2019,A00170
Azos_Corn,ASH_MR,403,RS,V6,11 Jun 2019,A00171
Azos_Corn,ASH_MR,404,RS,V6,11 Jun 2019,A00172
Azos_Corn,ASH_MR,405,RS,V6,11 Jun 2019,A00173
Azos_Corn,ASH_MR,406,RS,V6,11 Jun 2019,A00174
Azos_Corn,ASH_MR,407,RS,V6,11 Jun 2019,A00175
Azos_Corn,ASH_MR,408,RS,V6,11 Jun 2019,A00176
Azos_Corn,ASH_MR,409,RS,V6,11 Jun 2019,A00177
Azos_Corn,ASH_MR,410,RS,V6,11 Jun 2019,A00178
Azos_Corn,ASH_MR,411,RS,V6,11 Jun 2019,A00179
Azos_Corn,ASH_MR,412,RS,V6,11 Jun 2019,A00180
